timestamp,well_id,css_cycle_id,oil_rate_bpd,water_rate_bpd,gas_rate_mmscfd,total_fluid_rate_bpd,water_cut_pct,bottomhole_pressure_bar,wellhead_pressure_bar,cumulative_oil_bbl,steam_consumption_ton,SOR,energy_consumption_kWh
2023-05-30,BGW-005,BGW-005-C2,122.6,102.3,0.0538,224.9,45.5,68.9,58.4,11400.4,18.56,0.107,472.2
2023-05-31,BGW-005,BGW-005-C2,136.3,116.3,0.0691,252.5,46.0,67.4,52.3,11536.7,18.56,0.108,431.1
2023-06-01,BGW-005,BGW-005-C2,101.0,94.3,0.0456,195.3,48.3,68.4,49.1,11637.7,18.56,0.11,544.3
2023-06-02,BGW-005,BGW-005-C2,101.6,94.3,0.0436,195.9,48.1,66.2,47.5,11739.3,18.56,0.112,665.1
2023-06-03,BGW-005,BGW-005-C2,107.5,89.4,0.0638,196.9,45.4,66.4,55.8,11846.8,18.56,0.113,384.7
2023-06-04,BGW-005,BGW-005-C2,116.6,102.3,0.0797,218.9,46.7,65.5,48.6,11963.5,18.56,0.115,621.4
2023-06-05,BGW-005,BGW-005-C2,94.3,106.8,0.0579,201.1,53.1,67.9,54.0,12057.8,18.56,0.116,580.5
2023-06-06,BGW-005,BGW-005-C2,97.4,125.2,0.0572,222.6,56.2,64.9,45.6,12155.2,18.56,0.118,615.0
2023-06-07,BGW-005,BGW-005-C2,90.7,96.9,0.0623,187.6,51.7,65.3,47.6,12245.9,18.56,0.119,515.7
2023-06-08,BGW-005,BGW-005-C2,87.8,88.2,0.0463,175.9,50.1,67.0,49.4,12333.7,18.56,0.121,513.1
2023-06-09,BGW-005,BGW-005-C2,100.9,115.3,0.0636,216.2,53.3,66.0,48.4,12434.5,18.56,0.122,648.1
2023-06-10,BGW-005,BGW-005-C2,89.2,117.9,0.039,207.1,56.9,62.7,49.4,12523.7,18.56,0.124,311.3
2023-06-11,BGW-005,BGW-005-C2,88.1,128.2,0.0572,216.3,59.3,63.9,48.3,12611.8,18.56,0.125,552.8
2023-06-12,BGW-005,BGW-005-C2,87.9,98.0,0.0444,185.9,52.7,62.9,43.2,12699.8,18.56,0.127,551.2
2023-06-13,BGW-005,BGW-005-C2,93.0,104.5,0.0589,197.5,52.9,67.4,47.8,12792.8,18.56,0.128,589.7
2023-06-14,BGW-005,BGW-005-C2,97.4,121.4,0.0392,218.8,55.5,63.0,49.7,12890.1,18.56,0.129,482.4
2023-06-15,BGW-005,BGW-005-C2,88.3,95.7,0.0452,184.0,52.0,61.7,44.0,12978.5,18.56,0.13,615.0
2023-06-16,BGW-005,BGW-005-C2,70.0,82.8,0.0326,152.8,54.2,61.7,44.0,13048.5,18.56,0.132,614.0
2023-06-17,BGW-005,BGW-005-C2,52.7,70.9,0.0288,123.7,57.3,62.4,48.7,13101.2,18.56,0.134,413.5
2023-06-18,BGW-005,BGW-005-C2,61.0,80.8,0.0246,141.8,57.0,61.5,43.1,13162.2,18.56,0.136,514.9
2023-06-19,BGW-005,BGW-005-C2,71.9,113.5,0.0415,185.3,61.2,64.8,51.3,13234.1,18.56,0.137,639.0
2023-06-20,BGW-005,BGW-005-C2,61.3,92.0,0.0354,153.3,60.0,63.1,52.8,13295.4,18.56,0.139,594.6
2023-06-21,BGW-005,BGW-005-C2,54.2,67.3,0.0223,121.5,55.4,61.7,47.8,13349.6,18.56,0.141,695.7
2023-06-22,BGW-005,BGW-005-C2,73.4,97.5,0.0415,170.9,57.0,59.5,48.3,13423.0,18.56,0.142,327.5
2023-06-23,BGW-005,BGW-005-C2,62.0,86.5,0.0255,148.5,58.3,61.6,44.3,13485.0,18.56,0.144,567.5
2023-06-24,BGW-005,BGW-005-C2,52.3,90.4,0.0332,142.8,63.3,62.1,50.2,13537.3,18.56,0.146,581.3
2023-06-25,BGW-005,BGW-005-C2,64.8,93.1,0.0264,157.9,59.0,66.2,47.8,13602.1,18.56,0.147,324.2
2023-06-26,BGW-005,BGW-005-C2,51.9,71.6,0.024,123.5,58.0,61.0,48.0,13654.0,18.56,0.149,582.6
2023-06-27,BGW-005,BGW-005-C2,51.7,75.6,0.0257,127.2,59.4,62.5,49.4,13705.7,18.56,0.151,376.5
2023-06-28,BGW-005,BGW-005-C2,61.1,118.4,0.0272,179.5,65.9,59.4,41.9,13766.8,18.56,0.152,437.5
2023-06-29,BGW-005,BGW-005-C2,50.4,77.4,0.0221,127.7,60.6,61.7,42.9,13817.2,18.56,0.154,350.2
2023-06-30,BGW-005,BGW-005-C2,47.0,86.9,0.0327,133.9,64.9,57.8,40.9,13864.1,18.56,0.156,394.2
2023-07-01,BGW-005,BGW-005-C2,57.4,115.2,0.024,172.6,66.7,60.1,44.1,13921.6,18.56,0.157,379.3
2023-07-02,BGW-005,BGW-005-C2,45.5,66.4,0.0253,111.9,59.3,58.9,44.4,13967.1,18.56,0.159,391.6
2023-07-03,BGW-005,BGW-005-C2,47.4,89.2,0.032,136.6,65.3,56.3,38.4,14014.5,18.56,0.161,380.7
2023-07-04,BGW-005,BGW-005-C2,49.1,83.7,0.0209,132.8,63.0,59.2,41.8,14063.6,18.56,0.162,597.9
2023-07-05,BGW-005,BGW-005-C2,39.4,82.2,0.0229,121.6,67.6,59.0,47.5,14103.0,18.56,0.164,462.0
2023-07-06,BGW-005,BGW-005-C2,41.3,79.0,0.0263,120.2,65.7,57.5,38.3,14144.2,18.56,0.166,656.1
2023-07-07,BGW-005,BGW-005-C2,45.9,84.8,0.0261,130.7,64.9,57.6,45.2,14190.1,18.56,0.167,471.9
2023-07-08,BGW-005,BGW-005-C2,48.5,79.7,0.0199,128.2,62.1,58.4,42.1,14238.7,18.56,0.169,548.8
2023-07-09,BGW-005,BGW-005-C2,46.7,80.9,0.0226,127.6,63.4,58.8,46.2,14285.4,18.56,0.17,496.7
2023-07-10,BGW-005,BGW-005-C2,41.0,60.3,0.0271,101.3,59.6,62.2,47.3,14326.4,18.56,0.172,679.6
2023-07-11,BGW-005,BGW-005-C2,30.8,46.0,0.0142,76.8,59.9,63.1,51.9,14357.2,18.56,0.174,498.1
2023-07-12,BGW-005,BGW-005-C2,39.0,78.4,0.0163,117.4,66.8,57.6,46.0,14396.2,18.56,0.176,574.1
2023-07-13,BGW-005,BGW-005-C2,36.8,81.5,0.0222,118.3,68.9,62.2,50.1,14433.0,18.56,0.177,595.0
2023-07-14,BGW-005,BGW-005-C2,26.5,53.3,0.0111,79.8,66.8,59.0,44.6,14459.6,18.56,0.179,576.9
2023-07-15,BGW-005,BGW-005-C2,30.0,54.6,0.0189,84.6,64.5,58.4,39.3,14489.6,18.56,0.181,624.3
2023-07-16,BGW-005,BGW-005-C2,23.8,37.1,0.016,60.9,60.9,61.8,47.3,14513.4,18.56,0.183,580.1
2023-07-17,BGW-005,BGW-005-C2,35.0,71.5,0.0195,106.5,67.2,59.8,43.4,14548.4,18.56,0.185,404.1
2023-07-18,BGW-005,BGW-005-C2,42.4,96.2,0.0267,138.6,69.4,58.5,44.3,14590.9,18.56,0.186,595.3
2023-07-19,BGW-005,BGW-005-C2,35.1,89.2,0.0224,124.3,71.8,59.2,40.6,14625.9,18.56,0.188,668.4
2023-07-20,BGW-005,BGW-005-C2,18.6,38.5,0.0113,57.1,67.4,57.2,40.7,14644.5,18.56,0.19,427.9
2023-07-21,BGW-005,BGW-005-C2,37.7,65.4,0.02,103.1,63.4,57.1,45.4,14682.2,18.56,0.192,619.6
2023-07-22,BGW-005,BGW-005-C2,15.0,31.1,0.0083,46.1,67.4,56.5,44.7,14697.2,18.56,0.194,500.3
2023-07-23,BGW-005,BGW-005-C2,27.4,48.4,0.0115,75.9,63.8,59.1,48.5,14724.7,18.56,0.196,343.7
2023-07-24,BGW-005,BGW-005-C2,29.4,68.0,0.0146,97.4,69.8,56.4,44.7,14754.0,18.56,0.198,325.9
2023-07-25,BGW-005,BGW-005-C2,18.6,39.6,0.0085,58.3,68.0,58.3,39.5,14772.7,18.56,0.2,451.4
2023-07-26,BGW-005,BGW-005-C2,22.9,58.3,0.016,81.2,71.8,58.2,44.8,14795.6,18.56,0.201,678.3
2023-08-24,BGW-005,BGW-005-C3,210.1,43.8,0.0861,253.9,17.2,80.3,64.5,15005.7,18.14,0.086,696.4
2023-08-25,BGW-005,BGW-005-C3,207.7,57.0,0.1174,264.7,21.5,79.2,62.5,15213.4,18.14,0.087,359.7
2023-08-26,BGW-005,BGW-005-C3,215.2,61.5,0.1001,276.7,22.2,77.6,58.8,15428.6,18.14,0.086,388.2
2023-08-27,BGW-005,BGW-005-C3,195.1,67.7,0.0989,262.8,25.8,76.3,56.8,15623.7,18.14,0.088,309.3
2023-08-28,BGW-005,BGW-005-C3,202.3,64.2,0.1338,266.5,24.1,78.5,58.7,15826.0,18.14,0.088,599.3
2023-08-29,BGW-005,BGW-005-C3,189.1,77.5,0.0979,266.6,29.1,72.5,61.9,16015.1,18.14,0.089,660.6
2023-08-30,BGW-005,BGW-005-C3,190.0,86.4,0.0953,276.4,31.3,78.8,64.7,16205.1,18.14,0.09,623.7
2023-08-31,BGW-005,BGW-005-C3,168.0,51.4,0.0815,219.4,23.4,73.9,57.3,16373.1,18.14,0.092,580.6
2023-09-01,BGW-005,BGW-005-C3,169.8,83.5,0.1165,253.3,33.0,72.6,55.9,16542.9,18.14,0.093,479.8
2023-09-02,BGW-005,BGW-005-C3,172.0,77.2,0.0814,249.2,31.0,73.9,59.1,16714.9,18.14,0.095,390.0
2023-09-03,BGW-005,BGW-005-C3,167.2,76.6,0.0853,243.8,31.4,73.4,58.9,16882.1,18.14,0.096,498.2
2023-09-04,BGW-005,BGW-005-C3,159.2,103.3,0.065,262.4,39.4,71.2,54.7,17041.3,18.14,0.097,486.5
2023-09-05,BGW-005,BGW-005-C3,138.9,71.6,0.0744,210.5,34.0,73.0,54.0,17180.1,18.14,0.099,371.8
2023-09-06,BGW-005,BGW-005-C3,147.8,96.2,0.0998,244.0,39.4,73.2,58.5,17328.0,18.14,0.1,534.6
2023-09-07,BGW-005,BGW-005-C3,137.6,89.1,0.0652,226.7,39.3,68.4,54.2,17465.6,18.14,0.102,530.5
2023-09-08,BGW-005,BGW-005-C3,143.3,110.2,0.0651,253.5,43.5,70.4,56.1,17608.8,18.14,0.103,558.3
2023-09-09,BGW-005,BGW-005-C3,138.6,100.5,0.0969,239.0,42.0,71.0,53.4,17747.4,18.14,0.104,641.9
2023-09-10,BGW-005,BGW-005-C3,117.5,81.3,0.0507,198.7,40.9,69.5,56.3,17864.9,18.14,0.106,391.2
2023-09-11,BGW-005,BGW-005-C3,125.2,98.9,0.0563,224.1,44.1,67.6,52.5,17990.1,18.14,0.108,316.9
2023-09-12,BGW-005,BGW-005-C3,137.7,134.5,0.0692,272.2,49.4,66.4,46.4,18127.8,18.14,0.109,485.7
2023-09-13,BGW-005,BGW-005-C3,123.9,94.0,0.0806,217.9,43.2,71.4,53.6,18251.6,18.14,0.11,394.6
2023-09-14,BGW-005,BGW-005-C3,104.4,98.8,0.0663,203.1,48.6,67.7,52.7,18356.0,18.14,0.112,473.3
2023-09-15,BGW-005,BGW-005-C3,114.3,107.6,0.0797,221.9,48.5,70.2,52.5,18470.3,18.14,0.114,625.6
2023-09-16,BGW-005,BGW-005-C3,118.6,115.3,0.0598,233.9,49.3,66.9,48.8,18588.8,18.14,0.115,646.0
2023-09-17,BGW-005,BGW-005-C3,97.2,85.2,0.0557,182.3,46.7,68.0,51.5,18686.0,18.14,0.117,378.7
2023-09-18,BGW-005,BGW-005-C3,99.0,92.1,0.0401,191.1,48.2,64.0,49.8,18785.0,18.14,0.118,654.1
2023-09-19,BGW-005,BGW-005-C3,112.6,118.9,0.0586,231.5,51.4,68.1,55.4,18897.6,18.14,0.119,497.0
2023-09-20,BGW-005,BGW-005-C3,111.6,115.9,0.0746,227.4,50.9,66.3,48.3,19009.2,18.14,0.121,601.3
2023-09-21,BGW-005,BGW-005-C3,94.9,88.8,0.0494,183.7,48.3,64.6,50.9,19104.1,18.14,0.122,308.1
2023-09-22,BGW-005,BGW-005-C3,102.3,96.7,0.0587,199.1,48.6,63.1,49.9,19206.4,18.14,0.123,391.8
2023-09-23,BGW-005,BGW-005-C3,99.6,86.4,0.0633,186.0,46.5,65.0,49.3,19306.1,18.14,0.125,582.1
2023-09-24,BGW-005,BGW-005-C3,89.0,112.0,0.0511,201.0,55.7,67.1,51.5,19395.1,18.14,0.126,398.2
2023-09-25,BGW-005,BGW-005-C3,85.7,98.6,0.053,184.3,53.5,64.9,47.6,19480.8,18.14,0.128,349.5
2023-09-26,BGW-005,BGW-005-C3,85.9,119.6,0.0502,205.5,58.2,63.3,52.0,19566.7,18.14,0.129,578.6
2023-09-27,BGW-005,BGW-005-C3,85.8,102.3,0.0593,188.1,54.4,62.4,51.0,19652.5,18.14,0.131,578.4
2023-09-28,BGW-005,BGW-005-C3,76.8,95.7,0.049,172.5,55.5,67.3,53.3,19729.2,18.14,0.132,490.3
2023-09-29,BGW-005,BGW-005-C3,86.1,93.7,0.0496,179.8,52.1,65.3,54.1,19815.3,18.14,0.134,607.8
2023-09-30,BGW-005,BGW-005-C3,75.6,75.0,0.0431,150.6,49.8,62.5,44.7,19890.9,18.14,0.135,637.8
2023-10-01,BGW-005,BGW-005-C3,79.4,96.0,0.0442,175.4,54.7,63.1,51.4,19970.3,18.14,0.137,524.6
2023-10-02,BGW-005,BGW-005-C3,72.9,114.3,0.047,187.2,61.1,63.1,46.0,20043.1,18.14,0.138,501.1
2023-10-03,BGW-005,BGW-005-C3,54.9,78.7,0.0343,133.6,58.9,60.6,48.5,20098.1,18.14,0.14,311.8
2023-10-04,BGW-005,BGW-005-C3,59.4,68.7,0.0358,128.1,53.6,62.6,43.9,20157.4,18.14,0.142,515.2
2023-10-05,BGW-005,BGW-005-C3,64.7,100.5,0.027,165.1,60.8,61.4,43.3,20222.1,18.14,0.144,601.3
2023-10-06,BGW-005,BGW-005-C3,62.1,88.6,0.0364,150.8,58.8,62.2,48.4,20284.2,18.14,0.145,301.1
2023-10-07,BGW-005,BGW-005-C3,48.6,75.6,0.0334,124.3,60.9,60.1,49.1,20332.9,18.14,0.147,348.8
2023-10-08,BGW-005,BGW-005-C3,41.7,54.6,0.0248,96.3,56.7,63.4,44.6,20374.5,18.14,0.15,517.2
2023-10-09,BGW-005,BGW-005-C3,68.4,73.1,0.0432,141.5,51.7,62.1,43.4,20442.9,18.14,0.151,696.4
2023-10-10,BGW-005,BGW-005-C3,51.9,71.2,0.0237,123.1,57.8,65.0,48.5,20494.8,18.14,0.153,549.5
2023-10-11,BGW-005,BGW-005-C3,60.6,79.4,0.0362,139.9,56.7,61.4,46.0,20555.4,18.14,0.154,660.4
2023-10-12,BGW-005,BGW-005-C3,67.4,120.7,0.0384,188.1,64.2,62.6,50.6,20622.8,18.14,0.156,321.7
2023-10-13,BGW-005,BGW-005-C3,39.2,58.8,0.0243,98.1,60.0,59.5,44.4,20662.0,18.14,0.158,661.0
2023-10-14,BGW-005,BGW-005-C3,55.6,95.1,0.0356,150.6,63.1,58.9,43.3,20717.6,18.14,0.159,545.6
2023-10-15,BGW-005,BGW-005-C3,53.5,115.4,0.0221,168.9,68.3,61.1,47.8,20771.1,18.14,0.161,306.7
2023-10-16,BGW-005,BGW-005-C3,57.8,99.1,0.0262,156.9,63.2,62.5,48.1,20828.9,18.14,0.162,351.1
2023-10-17,BGW-005,BGW-005-C3,47.1,77.1,0.02,124.2,62.1,59.7,41.8,20876.0,18.14,0.164,589.7
2023-10-18,BGW-005,BGW-005-C3,31.5,43.5,0.0185,74.9,58.0,61.2,46.0,20907.4,18.14,0.166,443.4
2023-10-19,BGW-005,BGW-005-C3,50.9,116.6,0.025,167.5,69.6,59.0,40.2,20958.3,18.14,0.168,353.9
2023-10-20,BGW-005,BGW-005-C3,52.1,97.0,0.0289,149.1,65.1,59.1,40.6,21010.4,18.14,0.169,597.5
2023-10-21,BGW-005,BGW-005-C3,46.3,83.1,0.0292,129.4,64.2,59.7,47.3,21056.7,18.14,0.171,540.5
2023-10-22,BGW-005,BGW-005-C3,38.5,68.8,0.0255,107.3,64.1,62.2,44.4,21095.2,18.14,0.173,426.8
2023-10-23,BGW-005,BGW-005-C3,39.4,61.4,0.0189,100.8,60.9,58.5,44.6,21134.6,18.14,0.175,606.9
2023-10-24,BGW-005,BGW-005-C3,36.7,75.5,0.022,112.2,67.3,62.5,46.5,21171.3,18.14,0.176,368.5
2023-10-25,BGW-005,BGW-005-C3,31.7,63.5,0.0161,95.3,66.7,60.6,42.0,21203.1,18.14,0.178,669.8
2023-10-26,BGW-005,BGW-005-C3,37.5,83.8,0.0199,121.3,69.1,59.6,43.8,21240.6,18.14,0.18,482.0
2023-10-27,BGW-005,BGW-005-C3,23.6,46.8,0.0145,70.4,66.4,58.2,47.6,21264.2,18.14,0.182,450.2
2023-10-28,BGW-005,BGW-005-C3,15.0,28.9,0.0065,43.9,65.8,61.7,45.9,21279.2,18.14,0.185,537.1
2023-10-29,BGW-005,BGW-005-C3,48.2,108.3,0.0314,156.5,69.2,58.3,44.0,21327.4,18.14,0.186,659.4
2023-10-30,BGW-005,BGW-005-C3,25.6,50.9,0.0159,76.5,66.5,59.9,49.6,21353.0,18.14,0.188,580.8
2023-10-31,BGW-005,BGW-005-C3,29.1,54.1,0.012,83.2,65.0,56.8,39.5,21382.1,18.14,0.19,454.2
2023-11-01,BGW-005,BGW-005-C3,26.5,59.4,0.0108,85.9,69.1,57.0,37.1,21408.6,18.14,0.192,595.7
2023-11-02,BGW-005,BGW-005-C3,38.0,77.4,0.0162,115.4,67.1,60.7,42.0,21446.6,18.14,0.194,525.0
2023-11-03,BGW-005,BGW-005-C3,31.0,56.0,0.0126,86.9,64.4,57.8,40.8,21477.6,18.14,0.196,370.3
2023-11-04,BGW-005,BGW-005-C3,33.7,78.6,0.0213,112.3,70.0,58.4,43.2,21511.3,18.14,0.197,443.3
2023-11-05,BGW-005,BGW-005-C3,18.7,46.0,0.0087,64.7,71.0,57.0,43.6,21530.0,18.14,0.199,674.1
2023-11-06,BGW-005,BGW-005-C3,22.0,46.7,0.0122,68.7,68.0,57.1,39.4,21552.0,18.14,0.201,427.7
2023-11-07,BGW-005,BGW-005-C3,15.0,33.3,0.0088,48.3,68.9,57.5,45.7,21567.0,18.14,0.204,331.1
2023-11-08,BGW-005,BGW-005-C3,40.7,111.1,0.0189,151.8,73.2,59.8,43.6,21607.7,18.14,0.205,614.7
2023-11-09,BGW-005,BGW-005-C3,15.5,26.8,0.0088,42.3,63.4,57.3,40.5,21623.2,18.14,0.207,387.9
2023-11-10,BGW-005,BGW-005-C3,22.3,43.5,0.0097,65.8,66.1,60.2,47.0,21645.5,18.14,0.209,533.0
2023-11-11,BGW-005,BGW-005-C3,36.9,75.8,0.0235,112.6,67.3,56.4,43.1,21682.4,18.14,0.211,317.3
2023-12-07,BGW-005,BGW-005-C4,193.1,40.8,0.1074,233.8,17.4,78.0,64.7,21875.5,14.36,0.074,683.3
2023-12-08,BGW-005,BGW-005-C4,174.3,41.2,0.0771,215.5,19.1,78.9,60.5,22049.7,14.36,0.078,564.2
2023-12-09,BGW-005,BGW-005-C4,184.0,62.2,0.0792,246.2,25.3,79.2,68.0,22233.7,14.36,0.078,316.9
2023-12-10,BGW-005,BGW-005-C4,176.6,53.1,0.0731,229.7,23.1,78.8,59.0,22410.3,14.36,0.079,389.2
2023-12-11,BGW-005,BGW-005-C4,165.9,56.0,0.1129,222.0,25.2,75.7,60.3,22576.2,14.36,0.08,491.1
2023-12-12,BGW-005,BGW-005-C4,171.6,66.4,0.0687,238.0,27.9,76.3,62.5,22747.8,14.36,0.081,460.6
2023-12-13,BGW-005,BGW-005-C4,158.3,60.9,0.1036,219.2,27.8,77.3,66.5,22906.1,14.36,0.082,598.0
2023-12-14,BGW-005,BGW-005-C4,153.5,77.8,0.1071,231.3,33.6,76.1,57.3,23059.6,14.36,0.083,377.6
2023-12-15,BGW-005,BGW-005-C4,149.6,65.0,0.0681,214.6,30.3,74.8,56.5,23209.2,14.36,0.085,361.9
2023-12-16,BGW-005,BGW-005-C4,123.4,56.9,0.0588,180.4,31.6,72.5,59.9,23332.6,14.36,0.087,469.9
2023-12-17,BGW-005,BGW-005-C4,150.8,87.9,0.0788,238.7,36.8,73.1,55.0,23483.4,14.36,0.088,485.6
2023-12-18,BGW-005,BGW-005-C4,142.7,78.9,0.0972,221.6,35.6,72.7,58.6,23626.0,14.36,0.089,545.1
2023-12-19,BGW-005,BGW-005-C4,136.1,74.3,0.0718,210.4,35.3,69.4,57.6,23762.2,14.36,0.09,646.5
2023-12-20,BGW-005,BGW-005-C4,124.8,72.0,0.0852,196.8,36.6,74.2,59.9,23886.9,14.36,0.091,534.0
2023-12-21,BGW-005,BGW-005-C4,113.3,64.8,0.0594,178.2,36.4,70.2,56.9,24000.3,14.36,0.093,436.0
2023-12-22,BGW-005,BGW-005-C4,124.1,78.6,0.0568,202.7,38.8,67.8,57.8,24124.3,14.36,0.094,405.0
2023-12-23,BGW-005,BGW-005-C4,125.9,89.8,0.0678,215.6,41.6,67.2,52.8,24250.2,14.36,0.095,342.7
2023-12-24,BGW-005,BGW-005-C4,125.3,73.0,0.0604,198.2,36.8,68.3,50.9,24375.5,14.36,0.096,481.8
2023-12-25,BGW-005,BGW-005-C4,121.2,72.9,0.0823,194.1,37.6,69.5,57.5,24496.7,14.36,0.097,513.6
2023-12-26,BGW-005,BGW-005-C4,104.1,75.2,0.0598,179.3,41.9,68.5,52.4,24600.8,14.36,0.098,465.4
2023-12-27,BGW-005,BGW-005-C4,101.6,91.3,0.0661,192.9,47.3,68.7,54.7,24702.4,14.36,0.1,545.3
2023-12-28,BGW-005,BGW-005-C4,117.1,78.9,0.0724,196.0,40.3,70.9,60.3,24819.5,14.36,0.101,313.4
2023-12-29,BGW-005,BGW-005-C4,98.5,101.7,0.0447,200.2,50.8,68.8,54.0,24918.0,14.36,0.102,337.4
2023-12-30,BGW-005,BGW-005-C4,97.7,86.8,0.0547,184.5,47.1,64.8,51.3,25015.7,14.36,0.103,331.6
2023-12-31,BGW-005,BGW-005-C4,89.5,76.9,0.0473,166.4,46.2,67.1,56.5,25105.1,14.36,0.105,584.2
2024-01-01,BGW-005,BGW-005-C4,90.9,78.3,0.0437,169.2,46.3,65.6,51.8,25196.0,14.36,0.106,699.2
2024-01-02,BGW-005,BGW-005-C4,107.3,104.0,0.0495,211.4,49.2,67.6,54.4,25303.3,14.36,0.107,673.8
2024-01-03,BGW-005,BGW-005-C4,91.2,91.1,0.0385,182.3,50.0,62.2,46.4,25394.5,14.36,0.108,416.2
2024-01-04,BGW-005,BGW-005-C4,75.9,62.4,0.0432,138.4,45.1,68.3,51.5,25470.5,14.36,0.11,341.3
2024-01-05,BGW-005,BGW-005-C4,82.0,86.4,0.0386,168.4,51.3,63.3,44.4,25552.5,14.36,0.111,392.2
2024-01-06,BGW-005,BGW-005-C4,73.7,79.2,0.0507,152.9,51.8,65.4,53.3,25626.2,14.36,0.113,443.7
2024-01-07,BGW-005,BGW-005-C4,79.3,80.6,0.0497,159.9,50.4,64.8,51.0,25705.4,14.36,0.114,676.3
2024-01-08,BGW-005,BGW-005-C4,84.5,99.5,0.0571,184.0,54.1,64.0,44.5,25789.9,14.36,0.115,677.5
2024-01-09,BGW-005,BGW-005-C4,63.8,88.6,0.0337,152.4,58.2,65.5,48.1,25853.7,14.36,0.117,398.1
2024-01-10,BGW-005,BGW-005-C4,75.9,86.4,0.0453,162.3,53.2,63.3,49.8,25929.6,14.36,0.118,577.6
2024-01-11,BGW-005,BGW-005-C4,72.6,103.7,0.0462,176.3,58.8,66.2,48.5,26002.2,14.36,0.12,666.7
2024-01-12,BGW-005,BGW-005-C4,70.6,83.6,0.03,154.2,54.2,61.7,45.9,26072.9,14.36,0.121,577.6
2024-01-13,BGW-005,BGW-005-C4,68.9,97.6,0.0319,166.5,58.6,62.3,50.9,26141.7,14.36,0.122,674.5
2024-01-14,BGW-005,BGW-005-C4,66.5,89.4,0.0342,155.9,57.3,63.7,53.0,26208.3,14.36,0.124,306.3
2024-01-15,BGW-005,BGW-005-C4,58.5,85.6,0.0304,144.1,59.4,63.8,48.5,26266.7,14.36,0.125,657.1
2024-01-16,BGW-005,BGW-005-C4,57.8,72.4,0.0254,130.2,55.6,63.6,44.4,26324.5,14.36,0.127,356.0
2024-01-17,BGW-005,BGW-005-C4,61.7,74.3,0.0276,135.9,54.6,63.7,52.1,26386.2,14.36,0.128,359.4
2024-01-18,BGW-005,BGW-005-C4,57.6,79.8,0.0302,137.4,58.1,62.8,49.3,26443.8,14.36,0.13,414.6
2024-01-19,BGW-005,BGW-005-C4,51.5,62.5,0.0225,114.0,54.8,60.5,47.7,26495.3,14.36,0.131,508.0
2024-01-20,BGW-005,BGW-005-C4,53.4,72.2,0.0343,125.6,57.5,60.9,49.2,26548.7,14.36,0.133,457.9
2024-01-21,BGW-005,BGW-005-C4,48.1,60.4,0.0292,108.5,55.7,60.9,41.6,26596.8,14.36,0.134,410.2
2024-01-22,BGW-005,BGW-005-C4,61.7,101.5,0.0372,163.2,62.2,58.4,42.6,26658.6,14.36,0.136,611.7
2024-01-23,BGW-005,BGW-005-C4,36.7,52.4,0.0243,89.1,58.8,60.6,45.3,26695.3,14.36,0.138,584.8
2024-01-24,BGW-005,BGW-005-C4,42.1,82.3,0.0185,124.4,66.2,61.5,44.8,26737.4,14.36,0.139,546.0
2024-01-25,BGW-005,BGW-005-C4,43.9,80.0,0.0204,123.9,64.6,62.7,45.5,26781.3,14.36,0.141,369.3
2024-01-26,BGW-005,BGW-005-C4,47.3,80.2,0.0268,127.4,62.9,58.5,42.5,26828.5,14.36,0.142,455.8
2024-01-27,BGW-005,BGW-005-C4,41.1,84.0,0.0184,125.1,67.2,60.0,41.6,26869.6,14.36,0.144,384.5
2024-01-28,BGW-005,BGW-005-C4,50.0,76.2,0.0246,126.1,60.4,58.7,41.8,26919.6,14.36,0.145,416.2
2024-01-29,BGW-005,BGW-005-C4,45.6,75.2,0.028,120.8,62.3,61.6,45.4,26965.2,14.36,0.147,638.9
2024-01-30,BGW-005,BGW-005-C4,42.9,66.3,0.0297,109.2,60.7,60.2,42.4,27008.1,14.36,0.148,426.8
2024-01-31,BGW-005,BGW-005-C4,31.9,71.8,0.0212,103.7,69.3,60.3,42.3,27040.0,14.36,0.15,433.1
2024-02-01,BGW-005,BGW-005-C4,47.9,86.5,0.0295,134.4,64.4,59.8,48.5,27087.9,14.36,0.151,515.3
2024-02-02,BGW-005,BGW-005-C4,29.4,43.3,0.0201,72.6,59.5,61.1,51.0,27117.3,14.36,0.153,487.6
2024-02-03,BGW-005,BGW-005-C4,39.1,73.0,0.0252,112.1,65.1,60.4,48.7,27156.4,14.36,0.155,393.0
2024-02-04,BGW-005,BGW-005-C4,27.6,55.8,0.0137,83.4,66.9,60.3,44.6,27184.0,14.36,0.157,369.2
2024-02-05,BGW-005,BGW-005-C4,51.9,94.4,0.0337,146.3,64.6,58.3,46.7,27235.9,14.36,0.158,336.7
2024-02-06,BGW-005,BGW-005-C4,39.9,76.7,0.0209,116.6,65.8,62.3,48.1,27275.7,14.36,0.159,452.5
2024-02-07,BGW-005,BGW-005-C4,28.7,47.0,0.0189,75.7,62.1,61.3,50.1,27304.4,14.36,0.161,464.5
2024-02-08,BGW-005,BGW-005-C4,34.8,57.6,0.0177,92.5,62.3,59.2,39.8,27339.2,14.36,0.163,430.0
2024-02-09,BGW-005,BGW-005-C4,35.4,65.0,0.0209,100.4,64.8,59.2,48.2,27374.6,14.36,0.164,320.4
2024-02-10,BGW-005,BGW-005-C4,22.7,52.8,0.0137,75.5,69.9,57.8,46.1,27397.3,14.36,0.166,344.5
