timestamp,well_id,css_cycle_id,spm,stroke_length_in,vfd_frequency_Hz,rod_load_min_kN,rod_load_max_kN,pump_fillage_pct,pump_efficiency_pct,polished_rod_load_kN,motor_power_kW,reading_type
2023-06-08,BGW-002,BGW-002-C2,5.68,164.1,40.4,10.7,20.31,77.1,72.8,15.21,21.5,automated_daily
2023-06-09,BGW-002,BGW-002-C2,6.29,138.9,54.7,12.77,18.84,77.1,71.0,16.95,26.7,automated_daily
2023-06-10,BGW-002,BGW-002-C2,7.22,149.2,41.4,9.83,20.09,74.5,67.2,16.51,32.6,automated_daily
2023-06-11,BGW-002,BGW-002-C2,5.69,145.4,36.3,8.83,19.2,75.6,73.7,14.97,16.8,automated_daily
2023-06-12,BGW-002,BGW-002-C2,5.25,120.6,58.5,11.87,22.03,61.9,60.8,18.15,33.0,automated_daily
2023-06-13,BGW-002,BGW-002-C2,6.93,121.7,49.4,11.01,18.24,75.8,69.2,15.55,24.3,automated_daily
2023-06-14,BGW-002,BGW-002-C2,6.42,153.0,45.3,13.87,21.42,74.7,67.7,16.14,33.5,automated_daily
2023-06-15,BGW-002,BGW-002-C2,5.74,155.7,56.0,11.53,21.74,76.6,72.9,15.21,16.0,automated_daily
2023-06-16,BGW-002,BGW-002-C2,6.51,143.9,49.1,10.05,17.5,77.7,77.2,13.44,27.6,automated_daily
2023-06-17,BGW-002,BGW-002-C2,7.22,102.0,55.4,11.58,19.39,74.6,68.8,14.18,22.6,automated_daily
2023-06-18,BGW-002,BGW-002-C2,5.28,110.8,38.7,8.19,18.53,73.5,72.3,12.76,32.4,automated_daily
2023-06-19,BGW-002,BGW-002-C2,5.4,105.0,46.1,9.09,17.33,65.8,61.2,13.04,19.4,automated_daily
2023-06-20,BGW-002,BGW-002-C2,7.1,164.0,51.1,11.34,21.29,77.5,76.5,15.81,19.2,automated_daily
2023-06-21,BGW-002,BGW-002-C2,5.17,146.8,53.8,12.45,21.02,69.3,64.4,15.67,29.4,automated_daily
2023-06-22,BGW-002,BGW-002-C2,6.02,145.3,39.3,11.91,18.8,83.0,77.2,15.64,31.8,automated_daily
2023-06-23,BGW-002,BGW-002-C2,5.88,108.0,56.7,8.75,17.66,69.4,68.6,14.03,20.6,automated_daily
2023-06-24,BGW-002,BGW-002-C2,5.01,121.3,37.8,11.3,17.32,64.9,57.0,13.77,27.6,automated_daily
2023-06-25,BGW-002,BGW-002-C2,5.26,156.9,54.0,11.86,22.37,68.5,67.1,16.12,24.1,automated_daily
2023-06-26,BGW-002,BGW-002-C2,6.71,116.6,49.2,13.8,20.02,79.7,76.3,18.81,21.8,automated_daily
2023-06-27,BGW-002,BGW-002-C2,6.75,162.0,48.4,13.69,20.3,66.7,64.9,16.26,23.7,automated_daily
2023-06-28,BGW-002,BGW-002-C2,5.1,128.3,52.1,11.84,21.62,70.8,66.0,18.65,29.3,automated_daily
2023-06-29,BGW-002,BGW-002-C2,7.36,157.9,37.4,11.18,19.47,69.9,69.1,16.1,19.3,automated_daily
2023-06-30,BGW-002,BGW-002-C2,6.95,124.4,58.7,12.6,23.43,76.8,75.9,17.25,15.7,automated_daily
2023-07-01,BGW-002,BGW-002-C2,4.59,107.7,42.9,12.43,23.83,76.9,71.6,19.64,20.8,automated_daily
2023-07-02,BGW-002,BGW-002-C2,5.72,161.7,54.5,10.2,18.26,60.1,54.7,13.2,28.4,automated_daily
2023-07-03,BGW-002,BGW-002-C2,7.4,119.8,48.5,11.65,18.95,67.8,61.4,15.14,29.1,automated_daily
2023-07-04,BGW-002,BGW-002-C2,7.01,132.8,49.7,9.09,19.94,68.4,65.2,13.85,31.9,automated_daily
2023-07-05,BGW-002,BGW-002-C2,5.32,115.1,49.2,9.75,17.78,73.1,71.2,13.17,24.3,automated_daily
2023-07-06,BGW-002,BGW-002-C2,6.28,138.3,44.2,13.4,22.47,67.4,60.7,17.09,22.4,automated_daily
2023-07-07,BGW-002,BGW-002-C2,5.03,165.8,49.3,8.62,17.15,64.6,58.9,13.64,20.2,automated_daily
2023-07-08,BGW-002,BGW-002-C2,5.57,107.5,37.5,11.71,21.06,70.9,65.7,15.4,16.2,automated_daily
2023-07-09,BGW-002,BGW-002-C2,5.2,126.8,38.0,10.46,21.36,76.3,75.0,16.13,33.2,automated_daily
2023-07-10,BGW-002,BGW-002-C2,7.08,147.2,43.9,11.37,18.07,67.8,63.8,15.59,26.7,automated_daily
2023-07-11,BGW-002,BGW-002-C2,6.49,166.3,36.7,9.98,16.92,67.9,60.2,12.82,17.6,automated_daily
2023-07-12,BGW-002,BGW-002-C2,6.0,100.3,56.6,12.26,18.29,65.8,58.1,16.12,15.0,automated_daily
2023-07-13,BGW-002,BGW-002-C2,4.92,137.1,42.8,9.11,21.02,69.9,67.2,15.34,20.9,automated_daily
2023-07-14,BGW-002,BGW-002-C2,5.09,105.2,57.0,9.1,20.25,79.7,75.1,13.07,16.4,automated_daily
2023-07-15,BGW-002,BGW-002-C2,5.4,100.2,54.1,9.07,17.18,75.1,70.3,12.36,19.0,automated_daily
2023-07-16,BGW-002,BGW-002-C2,5.77,136.1,53.2,10.12,18.55,74.9,72.7,13.11,16.0,automated_daily
2023-07-17,BGW-002,BGW-002-C2,5.02,147.6,36.1,8.36,16.07,61.0,57.5,12.97,28.8,automated_daily
2023-07-18,BGW-002,BGW-002-C2,5.55,100.3,56.5,12.38,18.79,61.3,60.6,17.3,21.8,automated_daily
2023-07-19,BGW-002,BGW-002-C2,5.16,165.1,47.8,12.5,19.25,58.8,53.9,14.45,15.5,automated_daily
2023-07-20,BGW-002,BGW-002-C2,5.24,130.4,55.4,12.14,22.67,69.9,68.2,18.24,27.3,automated_daily
2023-07-21,BGW-002,BGW-002-C2,7.09,100.0,35.7,13.0,19.08,65.1,64.4,15.94,32.6,automated_daily
2023-07-22,BGW-002,BGW-002-C2,5.62,111.6,43.5,9.74,21.07,64.4,58.3,15.25,29.4,automated_daily
2023-07-23,BGW-002,BGW-002-C2,5.06,134.1,43.9,11.86,18.09,61.4,55.7,15.42,24.2,automated_daily
2023-07-24,BGW-002,BGW-002-C2,5.15,104.5,40.2,10.11,19.33,50.0,42.2,16.12,29.3,automated_daily
2023-07-25,BGW-002,BGW-002-C2,5.35,162.8,48.5,8.98,20.68,72.8,68.7,15.37,29.7,automated_daily
2023-08-18,BGW-002,BGW-002-C3,5.06,115.3,49.5,9.76,16.0,92.6,89.5,11.69,25.2,automated_daily
2023-08-19,BGW-002,BGW-002-C3,4.73,113.7,42.0,10.91,21.84,98.0,95.0,17.41,15.0,automated_daily
2023-08-20,BGW-002,BGW-002-C3,5.48,144.3,52.3,8.27,16.78,98.0,90.3,12.67,25.6,automated_daily
2023-08-21,BGW-002,BGW-002-C3,5.28,152.1,35.1,9.36,18.92,90.5,83.2,14.36,27.0,automated_daily
2023-08-22,BGW-002,BGW-002-C3,6.37,125.6,45.9,13.81,23.9,91.9,90.3,17.52,20.1,automated_daily
2023-08-23,BGW-002,BGW-002-C3,6.54,157.2,45.0,12.18,21.94,95.1,91.6,16.38,20.0,automated_daily
2023-08-24,BGW-002,BGW-002-C3,6.39,109.7,55.7,10.04,18.57,89.3,83.8,14.4,28.8,automated_daily
2023-08-25,BGW-002,BGW-002-C3,5.51,150.0,57.7,11.8,21.38,95.5,92.5,17.81,23.6,automated_daily
2023-08-26,BGW-002,BGW-002-C3,4.57,140.5,47.7,9.47,20.83,85.8,84.1,15.56,30.8,automated_daily
2023-08-27,BGW-002,BGW-002-C3,7.02,153.2,46.4,11.74,22.89,81.5,78.1,16.29,18.2,automated_daily
2023-08-28,BGW-002,BGW-002-C3,4.92,143.5,44.4,9.37,17.53,85.5,79.9,13.9,15.2,automated_daily
2023-08-29,BGW-002,BGW-002-C3,6.62,136.9,43.0,11.91,23.11,84.6,82.5,16.46,15.4,automated_daily
2023-08-30,BGW-002,BGW-002-C3,6.9,132.4,59.8,9.32,19.78,83.4,77.2,13.83,28.7,automated_daily
2023-08-31,BGW-002,BGW-002-C3,4.77,109.0,56.5,10.41,19.69,83.0,82.8,13.2,23.2,automated_daily
2023-09-01,BGW-002,BGW-002-C3,5.63,101.4,36.1,13.7,23.32,87.9,82.8,18.83,26.0,automated_daily
2023-09-02,BGW-002,BGW-002-C3,6.07,108.7,42.8,13.31,21.97,75.2,73.6,19.11,16.7,automated_daily
2023-09-03,BGW-002,BGW-002-C3,6.6,117.9,39.2,10.69,21.22,84.0,76.9,15.38,17.2,automated_daily
2023-09-04,BGW-002,BGW-002-C3,6.35,147.1,35.2,8.86,15.42,79.8,77.1,11.82,33.9,automated_daily
2023-09-05,BGW-002,BGW-002-C3,6.02,122.8,45.0,8.41,16.14,77.0,75.0,11.23,27.8,automated_daily
2023-09-06,BGW-002,BGW-002-C3,6.06,120.6,41.1,8.07,14.96,81.7,79.9,12.65,34.4,automated_daily
2023-09-07,BGW-002,BGW-002-C3,6.33,144.2,50.0,11.88,19.2,81.4,73.6,15.64,19.7,automated_daily
2023-09-08,BGW-002,BGW-002-C3,6.87,161.6,44.6,10.9,18.76,81.1,78.1,14.47,15.6,automated_daily
2023-09-09,BGW-002,BGW-002-C3,5.91,152.2,48.1,9.96,18.74,84.3,77.9,15.61,26.1,automated_daily
2023-09-10,BGW-002,BGW-002-C3,4.52,162.9,41.7,10.09,16.78,86.7,82.6,14.29,28.7,automated_daily
2023-09-11,BGW-002,BGW-002-C3,5.36,118.7,59.1,10.74,21.75,71.9,67.0,15.52,34.1,automated_daily
2023-09-12,BGW-002,BGW-002-C3,6.43,114.3,49.4,11.25,18.82,74.3,66.4,15.37,23.9,automated_daily
2023-09-13,BGW-002,BGW-002-C3,6.55,129.3,49.0,12.19,22.77,78.5,70.8,15.66,21.5,automated_daily
2023-09-14,BGW-002,BGW-002-C3,4.73,105.8,46.5,10.76,19.79,86.5,82.7,15.48,34.1,automated_daily
2023-09-15,BGW-002,BGW-002-C3,5.57,101.3,40.0,13.92,20.16,81.6,79.9,16.52,20.9,automated_daily
2023-09-16,BGW-002,BGW-002-C3,7.47,146.7,45.1,12.1,23.33,80.6,78.8,17.29,27.3,automated_daily
2023-09-17,BGW-002,BGW-002-C3,4.75,148.8,54.7,12.12,19.3,84.1,82.8,18.37,28.0,automated_daily
2023-09-18,BGW-002,BGW-002-C3,5.86,112.5,54.2,12.49,21.63,83.0,77.0,16.42,19.3,automated_daily
2023-09-19,BGW-002,BGW-002-C3,5.37,143.1,41.5,13.3,20.8,77.3,71.8,17.54,19.2,automated_daily
2023-09-20,BGW-002,BGW-002-C3,7.36,164.0,42.3,11.22,18.13,72.8,69.0,13.25,33.6,automated_daily
2023-09-21,BGW-002,BGW-002-C3,5.05,167.4,52.4,8.81,19.61,76.1,71.6,13.79,18.9,automated_daily
2023-09-22,BGW-002,BGW-002-C3,5.0,153.8,41.8,10.82,22.63,78.7,70.7,15.77,31.0,automated_daily
2023-09-23,BGW-002,BGW-002-C3,6.89,128.5,36.5,9.25,17.92,74.1,72.0,14.8,16.2,automated_daily
2023-09-24,BGW-002,BGW-002-C3,5.55,114.6,50.3,9.66,18.52,72.0,70.0,13.45,32.1,automated_daily
2023-09-25,BGW-002,BGW-002-C3,6.96,157.3,59.1,12.97,22.28,72.8,72.2,16.93,18.9,automated_daily
2023-09-26,BGW-002,BGW-002-C3,7.37,108.6,48.5,13.99,20.07,71.3,70.9,17.22,19.5,automated_daily
2023-09-27,BGW-002,BGW-002-C3,5.76,138.0,38.7,12.12,19.41,62.8,59.2,16.26,31.0,automated_daily
2023-09-28,BGW-002,BGW-002-C3,5.13,139.3,45.9,12.96,24.86,74.0,73.0,19.51,20.2,automated_daily
2023-09-29,BGW-002,BGW-002-C3,6.13,157.7,44.7,13.03,19.91,61.5,54.2,15.99,22.8,automated_daily
2023-09-30,BGW-002,BGW-002-C3,6.06,144.3,38.2,13.6,24.18,73.1,65.5,18.34,23.7,automated_daily
2023-10-01,BGW-002,BGW-002-C3,5.32,106.5,38.1,12.02,18.96,85.4,84.3,16.02,29.1,automated_daily
2023-10-02,BGW-002,BGW-002-C3,6.24,110.5,49.3,11.75,19.3,74.5,73.3,14.57,16.9,automated_daily
2023-10-03,BGW-002,BGW-002-C3,5.19,160.2,47.5,13.74,24.71,74.2,68.2,18.86,21.9,automated_daily
2023-10-04,BGW-002,BGW-002-C3,7.45,159.2,58.7,11.85,20.75,75.5,71.4,17.01,18.1,automated_daily
2023-10-05,BGW-002,BGW-002-C3,4.77,102.4,42.8,12.0,21.68,66.2,61.7,15.47,23.5,automated_daily
2023-10-06,BGW-002,BGW-002-C3,6.05,100.8,49.5,12.5,20.08,76.9,70.1,16.48,25.3,automated_daily
2023-10-07,BGW-002,BGW-002-C3,6.23,140.8,37.7,12.2,21.87,64.9,64.2,15.98,32.9,automated_daily
2023-10-08,BGW-002,BGW-002-C3,5.69,136.0,50.6,10.99,19.08,72.8,68.8,16.27,22.9,automated_daily
2023-10-09,BGW-002,BGW-002-C3,5.64,119.8,42.5,9.34,19.9,75.2,67.3,14.11,18.9,automated_daily
2023-10-10,BGW-002,BGW-002-C3,5.53,124.0,51.6,10.12,19.08,67.1,59.9,15.03,28.3,automated_daily
2023-10-11,BGW-002,BGW-002-C3,5.28,160.2,57.9,12.84,19.57,75.2,68.7,16.55,26.9,automated_daily
2023-10-12,BGW-002,BGW-002-C3,5.78,130.5,53.5,13.37,20.51,74.0,72.9,16.9,19.6,automated_daily
2023-10-13,BGW-002,BGW-002-C3,5.11,110.2,46.9,13.79,24.76,67.9,63.6,18.53,28.5,automated_daily
2023-10-14,BGW-002,BGW-002-C3,6.84,131.6,51.7,9.2,20.2,64.8,58.6,15.93,34.3,automated_daily
2023-10-15,BGW-002,BGW-002-C3,4.56,150.9,50.0,8.67,15.63,66.9,65.9,11.63,24.2,automated_daily
2023-10-16,BGW-002,BGW-002-C3,6.06,139.6,53.2,13.68,20.17,67.1,66.8,17.18,21.7,automated_daily
2023-10-17,BGW-002,BGW-002-C3,4.51,145.9,58.9,9.5,15.55,71.3,65.3,12.7,15.9,automated_daily
2023-10-18,BGW-002,BGW-002-C3,5.23,141.6,53.2,9.34,16.9,78.7,73.8,13.88,32.7,automated_daily
2023-10-19,BGW-002,BGW-002-C3,6.9,148.7,51.6,9.15,16.81,69.3,64.8,12.87,16.0,automated_daily
2023-10-20,BGW-002,BGW-002-C3,6.57,156.2,59.1,12.21,21.3,71.1,67.3,15.79,32.4,automated_daily
2023-10-21,BGW-002,BGW-002-C3,5.98,151.7,46.9,10.31,18.1,75.3,74.9,15.57,29.6,automated_daily
2023-10-22,BGW-002,BGW-002-C3,7.2,101.7,36.3,10.89,18.23,64.1,63.3,15.11,25.5,automated_daily
2023-10-23,BGW-002,BGW-002-C3,6.17,106.7,35.6,8.16,14.84,68.4,62.0,10.19,27.5,automated_daily
2023-10-24,BGW-002,BGW-002-C3,6.74,148.5,56.8,8.76,18.0,61.5,57.6,13.79,19.8,automated_daily
2023-10-25,BGW-002,BGW-002-C3,7.42,129.5,40.8,8.77,18.33,67.5,66.3,13.27,34.0,automated_daily
2023-10-26,BGW-002,BGW-002-C3,5.06,144.3,40.4,9.09,18.43,65.5,59.9,14.75,30.6,automated_daily
2023-10-27,BGW-002,BGW-002-C3,6.37,137.6,55.4,8.09,17.15,62.4,61.4,10.57,34.0,automated_daily
2023-10-28,BGW-002,BGW-002-C3,5.42,107.1,49.3,13.07,21.42,67.5,60.8,16.36,33.2,automated_daily
2023-10-29,BGW-002,BGW-002-C3,5.04,159.7,39.8,10.94,18.12,60.8,57.7,13.15,30.3,automated_daily
2023-10-30,BGW-002,BGW-002-C3,7.31,121.9,39.3,12.97,19.04,72.9,66.5,15.72,20.7,automated_daily
2023-10-31,BGW-002,BGW-002-C3,5.46,113.5,37.7,8.02,18.67,77.4,73.7,13.59,16.6,automated_daily
2023-11-01,BGW-002,BGW-002-C3,5.56,129.2,37.5,13.88,21.49,64.6,61.1,18.61,21.2,automated_daily
2023-11-02,BGW-002,BGW-002-C3,5.63,135.8,56.0,10.21,21.55,71.4,67.0,15.1,15.6,automated_daily
2023-11-03,BGW-002,BGW-002-C3,5.14,119.5,48.1,13.76,21.83,65.3,63.5,16.46,31.2,automated_daily
2023-11-04,BGW-002,BGW-002-C3,5.73,126.3,58.8,8.41,18.96,64.6,59.8,11.49,26.2,automated_daily
2023-11-05,BGW-002,BGW-002-C3,6.84,167.0,57.7,9.77,17.85,63.6,57.6,12.22,15.2,automated_daily
2023-12-02,BGW-002,BGW-002-C4,4.76,108.9,42.6,13.8,23.86,96.9,95.0,16.67,23.7,automated_daily
2023-12-03,BGW-002,BGW-002-C4,7.15,100.7,59.5,8.35,18.74,94.0,86.8,13.54,18.0,automated_daily
2023-12-04,BGW-002,BGW-002-C4,4.62,105.4,36.5,8.32,17.69,98.0,95.0,12.77,29.2,automated_daily
2023-12-05,BGW-002,BGW-002-C4,6.42,150.5,48.4,10.85,21.24,92.5,88.3,16.14,31.0,automated_daily
2023-12-06,BGW-002,BGW-002-C4,5.61,125.9,55.0,11.27,21.39,89.1,88.5,14.92,25.6,automated_daily
2023-12-07,BGW-002,BGW-002-C4,5.45,165.2,54.0,12.69,23.69,94.2,92.2,17.8,17.4,automated_daily
2023-12-08,BGW-002,BGW-002-C4,4.61,150.1,55.1,9.28,18.22,91.1,85.7,12.26,34.4,automated_daily
2023-12-09,BGW-002,BGW-002-C4,5.24,157.5,37.4,12.72,19.52,84.0,80.3,17.31,30.4,automated_daily
2023-12-10,BGW-002,BGW-002-C4,6.97,157.2,54.8,13.62,24.85,82.1,76.0,17.81,31.2,automated_daily
2023-12-11,BGW-002,BGW-002-C4,6.41,113.5,41.2,12.78,24.72,83.7,82.0,19.94,20.4,automated_daily
2023-12-12,BGW-002,BGW-002-C4,7.22,165.3,49.2,13.7,24.75,86.2,79.3,17.47,22.7,automated_daily
2023-12-13,BGW-002,BGW-002-C4,4.99,101.4,41.1,8.33,15.99,86.7,82.0,11.9,21.3,automated_daily
2023-12-14,BGW-002,BGW-002-C4,4.79,144.7,57.3,12.3,22.41,75.0,67.1,16.98,15.9,automated_daily
2023-12-15,BGW-002,BGW-002-C4,6.41,142.0,55.8,8.95,20.84,81.0,76.9,14.65,25.6,automated_daily
2023-12-16,BGW-002,BGW-002-C4,5.55,111.9,41.6,13.34,21.6,82.1,80.6,16.16,27.3,automated_daily
2023-12-17,BGW-002,BGW-002-C4,4.65,158.8,41.0,13.62,19.9,82.1,76.9,17.18,18.1,automated_daily
2023-12-18,BGW-002,BGW-002-C4,5.66,123.5,56.9,13.71,20.73,88.6,83.1,17.56,15.7,automated_daily
2023-12-19,BGW-002,BGW-002-C4,6.4,148.3,47.7,13.71,24.3,83.3,82.0,19.99,26.9,automated_daily
2023-12-20,BGW-002,BGW-002-C4,4.5,97.7,45.2,11.14,21.06,77.7,71.6,15.89,31.8,automated_daily
2023-12-21,BGW-002,BGW-002-C4,6.1,111.5,59.2,11.21,18.71,79.0,73.2,16.33,34.9,automated_daily
2023-12-22,BGW-002,BGW-002-C4,5.51,163.8,46.5,9.87,19.5,77.0,71.7,15.59,20.2,automated_daily
2023-12-23,BGW-002,BGW-002-C4,5.24,123.6,43.4,12.39,21.98,87.2,83.8,18.1,23.4,automated_daily
2023-12-24,BGW-002,BGW-002-C4,7.36,108.5,56.5,11.69,22.55,84.4,77.3,16.96,26.8,automated_daily
2023-12-25,BGW-002,BGW-002-C4,6.48,96.3,44.4,13.15,22.63,82.0,79.9,18.21,15.3,automated_daily
2023-12-26,BGW-002,BGW-002-C4,6.78,106.5,36.6,13.71,20.11,80.8,73.0,16.54,22.1,automated_daily
2023-12-27,BGW-002,BGW-002-C4,5.99,124.1,51.0,10.1,16.31,79.3,72.7,13.38,28.7,automated_daily
2023-12-28,BGW-002,BGW-002-C4,6.34,111.8,58.4,10.69,22.21,86.0,79.5,18.8,24.2,automated_daily
2023-12-29,BGW-002,BGW-002-C4,5.45,143.9,43.3,8.59,17.7,80.7,79.5,13.66,25.0,automated_daily
2023-12-30,BGW-002,BGW-002-C4,4.84,111.1,49.8,13.6,21.03,81.2,75.4,18.34,27.7,automated_daily
2023-12-31,BGW-002,BGW-002-C4,7.04,149.5,52.0,8.09,19.11,79.3,78.1,13.27,30.5,automated_daily
2024-01-01,BGW-002,BGW-002-C4,6.96,147.0,53.9,9.79,18.06,77.7,73.7,16.44,28.8,automated_daily
2024-01-02,BGW-002,BGW-002-C4,6.63,106.9,44.9,13.48,20.78,72.9,71.8,18.07,18.9,automated_daily
2024-01-03,BGW-002,BGW-002-C4,6.64,130.9,57.5,13.27,22.29,66.5,58.8,18.81,19.7,automated_daily
2024-01-04,BGW-002,BGW-002-C4,6.22,114.1,44.3,9.4,16.82,80.6,77.7,12.59,31.7,automated_daily
2024-01-05,BGW-002,BGW-002-C4,5.93,98.3,46.6,11.74,22.41,76.1,73.3,17.33,31.8,automated_daily
2024-01-06,BGW-002,BGW-002-C4,7.21,112.0,58.1,11.78,20.25,69.0,65.5,16.41,31.9,automated_daily
2024-01-07,BGW-002,BGW-002-C4,5.74,157.1,46.8,10.51,17.97,80.1,73.5,16.56,23.6,automated_daily
2024-01-08,BGW-002,BGW-002-C4,7.08,110.2,44.8,10.28,16.74,78.4,75.7,13.62,20.1,automated_daily
2024-01-09,BGW-002,BGW-002-C4,7.37,112.1,45.2,8.79,18.94,78.8,74.9,14.76,30.6,automated_daily
2024-01-10,BGW-002,BGW-002-C4,6.05,159.5,58.3,11.78,18.01,76.7,70.5,14.56,26.1,automated_daily
2024-01-11,BGW-002,BGW-002-C4,5.57,132.2,55.0,13.26,19.95,77.8,77.7,18.77,22.8,automated_daily
2024-01-12,BGW-002,BGW-002-C4,4.53,151.0,48.4,12.19,21.25,73.2,66.9,17.75,21.9,automated_daily
2024-01-13,BGW-002,BGW-002-C4,5.83,117.8,57.8,12.34,19.52,74.5,68.6,15.9,23.6,automated_daily
2024-01-14,BGW-002,BGW-002-C4,4.84,124.7,48.9,9.81,16.26,80.3,78.3,14.14,26.8,automated_daily
2024-01-15,BGW-002,BGW-002-C4,6.1,129.9,41.7,12.45,22.46,75.0,69.6,17.89,21.3,automated_daily
2024-01-16,BGW-002,BGW-002-C4,7.38,127.2,51.6,10.65,22.25,63.9,61.8,15.84,24.9,automated_daily
2024-01-17,BGW-002,BGW-002-C4,6.66,149.2,53.3,10.82,17.75,85.1,78.1,13.3,17.2,automated_daily
2024-01-18,BGW-002,BGW-002-C4,5.98,126.7,51.6,11.67,18.31,72.0,69.6,15.21,30.3,automated_daily
2024-01-19,BGW-002,BGW-002-C4,4.57,161.7,56.5,10.71,20.75,78.2,76.0,15.25,31.0,automated_daily
2024-01-20,BGW-002,BGW-002-C4,4.58,126.0,53.1,12.22,21.14,82.8,74.9,18.48,18.2,automated_daily
2024-01-21,BGW-002,BGW-002-C4,6.91,150.9,54.3,13.28,21.94,72.1,69.6,19.14,23.2,automated_daily
2024-01-22,BGW-002,BGW-002-C4,4.92,124.5,46.8,8.52,20.49,67.5,67.2,13.87,16.6,automated_daily
2024-01-23,BGW-002,BGW-002-C4,6.14,110.1,40.8,10.11,20.87,67.1,65.9,13.75,28.9,automated_daily
2024-01-24,BGW-002,BGW-002-C4,5.76,100.4,49.0,9.38,19.05,55.6,53.4,13.21,26.8,automated_daily
2024-01-25,BGW-002,BGW-002-C4,7.01,167.5,54.5,11.56,22.74,65.5,64.1,17.44,28.6,automated_daily
2024-01-26,BGW-002,BGW-002-C4,7.1,147.1,52.9,13.46,23.66,76.8,74.8,17.67,25.3,automated_daily
2024-01-27,BGW-002,BGW-002-C4,6.6,156.7,42.3,13.48,23.96,65.5,57.6,18.27,24.2,automated_daily
2024-01-28,BGW-002,BGW-002-C4,6.79,161.7,57.3,9.42,17.95,69.2,63.5,13.78,34.2,automated_daily
2024-01-29,BGW-002,BGW-002-C4,6.99,161.3,39.4,10.53,20.44,60.0,53.4,13.06,17.4,automated_daily
2024-01-30,BGW-002,BGW-002-C4,5.38,125.3,59.9,8.94,15.57,68.3,65.0,11.0,18.2,automated_daily
2024-01-31,BGW-002,BGW-002-C4,5.76,141.5,38.9,12.83,23.91,74.7,70.5,18.04,25.3,automated_daily
2024-02-01,BGW-002,BGW-002-C4,5.84,150.7,36.4,8.0,14.8,64.3,63.9,11.65,23.1,automated_daily
2024-02-02,BGW-002,BGW-002-C4,4.59,121.3,58.2,11.46,22.42,71.2,67.3,17.99,18.7,automated_daily
2024-02-03,BGW-002,BGW-002-C4,7.09,129.7,47.3,10.7,16.81,69.0,68.2,15.79,15.8,automated_daily
2024-02-04,BGW-002,BGW-002-C4,6.57,126.6,59.6,8.2,19.45,56.6,55.5,15.28,25.6,automated_daily
2024-02-05,BGW-002,BGW-002-C4,5.74,117.1,45.0,8.57,19.6,57.1,49.8,14.44,23.9,automated_daily
2024-02-06,BGW-002,BGW-002-C4,6.16,99.7,44.9,11.94,23.03,57.3,54.4,17.12,30.1,automated_daily
2024-02-07,BGW-002,BGW-002-C4,7.47,99.0,45.9,12.64,23.58,71.8,71.1,17.29,33.0,automated_daily
2024-02-08,BGW-002,BGW-002-C4,5.54,124.4,44.9,11.37,17.73,75.5,69.3,13.35,31.3,automated_daily
2024-02-09,BGW-002,BGW-002-C4,6.86,121.6,51.4,9.08,18.3,66.5,64.1,13.62,29.5,automated_daily
2024-02-10,BGW-002,BGW-002-C4,7.32,135.1,35.0,13.67,20.47,67.0,60.3,16.5,26.4,automated_daily
2024-02-11,BGW-002,BGW-002-C4,4.65,145.0,38.7,12.3,19.26,60.0,59.8,15.33,27.5,automated_daily
2024-02-12,BGW-002,BGW-002-C4,7.41,149.7,55.6,13.24,22.41,61.5,59.7,18.07,17.8,automated_daily
2024-02-13,BGW-002,BGW-002-C4,5.74,115.2,56.1,8.67,20.52,69.7,62.1,12.9,29.2,automated_daily
2024-02-14,BGW-002,BGW-002-C4,5.81,159.7,35.3,9.74,17.86,63.9,58.5,15.01,16.3,automated_daily
2024-02-15,BGW-002,BGW-002-C4,6.98,109.8,42.2,8.97,19.5,74.7,74.5,15.41,25.6,automated_daily
2024-02-16,BGW-002,BGW-002-C4,7.36,158.6,51.2,10.63,17.56,66.1,61.7,12.77,27.8,automated_daily
2024-02-17,BGW-002,BGW-002-C4,6.65,119.2,47.5,8.97,16.51,64.9,61.3,11.88,35.0,automated_daily
2024-02-18,BGW-002,BGW-002-C4,4.75,133.7,43.0,13.27,20.53,70.5,63.7,16.73,18.8,automated_daily
2024-02-19,BGW-002,BGW-002-C4,5.98,133.6,44.9,11.51,21.81,64.7,60.7,18.44,32.2,automated_daily
2023-02-03,BGW-003,BGW-003-C1,5.75,113.8,38.3,9.75,18.19,98.0,91.9,12.56,29.0,automated_daily
2023-02-04,BGW-003,BGW-003-C1,4.98,119.5,46.7,9.09,15.76,98.0,93.5,12.84,23.3,automated_daily
2023-02-05,BGW-003,BGW-003-C1,5.61,109.3,41.8,11.25,20.38,89.5,82.3,14.4,15.1,automated_daily
2023-02-06,BGW-003,BGW-003-C1,7.16,118.7,46.9,12.05,21.31,97.5,95.0,17.03,17.0,automated_daily
2023-02-07,BGW-003,BGW-003-C1,4.94,140.8,45.2,8.4,14.89,89.5,81.9,11.27,20.1,automated_daily
2023-02-08,BGW-003,BGW-003-C1,5.06,110.2,36.8,13.88,23.52,82.2,78.0,18.41,26.9,automated_daily
2023-02-09,BGW-003,BGW-003-C1,5.92,130.4,45.0,12.52,19.18,91.9,90.6,17.78,16.4,automated_daily
2023-02-10,BGW-003,BGW-003-C1,5.99,99.6,50.2,12.69,21.14,84.7,80.9,18.02,19.7,automated_daily
2023-02-11,BGW-003,BGW-003-C1,6.39,153.9,57.3,13.65,20.41,94.4,87.9,17.43,22.4,automated_daily
